artifactNumber	ObjectName	BeginDate	group1	category1	material	Length	Width	Height	image
1979.0133.001	Central processing unit	1963	Technology	Digital computing devices	metal;synthetic	78.0 cm	147.5 cm	152.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0133.001.aa.cs.png
1979.0134.001	"""Punch-reader, card"""	1963	Technology	Digital peripheral devices	metal->;synthetic->;resin->rubber	75.7 cm	146.5 cm	114.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0134.001.aa.cs.png
1979.0135.001	"""Memory, core"""	1963	Technology	Digital computing devices	metal;synthetic	78.0 cm	73.7 cm	101.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0135.001.aa.cs.png
1979.0136.001	"""Drive, disk"""	1963	Technology	Digital peripheral devices	metal->;synthetic->;resin->rubber	62.0 cm	109.0 cm	104.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0136.001.aa.cs.png
1979.0137.001	"""Console, computer"""	1963	Technology	Digital computing devices	metal;synthetic	172.5 cm	86.0 cm	90.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0137.001.aa.cs.png
1979.0138.001	Control unit	1963	Technology	Digital peripheral devices	metal;synthetic	117.0 cm	76.2 cm	114.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0138.001.aa.cs.png
1979.0138.002	Printer	1963	Technology	Digital peripheral devices	Unknown	76.2 cm	76.2 cm	130.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0138.002.aa.cs.png
1979.0139.001	"""Drive, tape"""	1961	Technology	Digital peripheral devices	metal;synthetic	69.2 cm	73.0 cm	177.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0139.001.aa.cs.png
1979.0140.001	"""Board, status display"""	1963	Technology	Digital computing devices	metal->;synthetic->plastic	153.0 cm	106.0 cm	13.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0140.001.aa.cs.png
1979.0142.001	"""Memory, drum"""	1950	Technology	Digital peripheral devices	metal	30.7 cm	30.5 cm	41.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0142.001.aa.cs.png
1979.0143.001	Teleprinter	1955	Technology	Telegraphy	metal->aluminum;metal->steel;fibre	56.0 cm	51.0 cm	41.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0143.001.aa.cs.png
1979.0144.001	"""Receiver, television"""	1948	Technology	Television	wood->;metal->aluminum;glass->;synthetic->bakelite	58.3 cm	51.1 cm	38.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0144.001.aa.cs.png
1979.0145.001	Electrocardiograph	1954	Technology	Medical equipment	wood->;glass->;metal->;skin->leather;fibre->canvas;synthetic	37.8 cm	21.5 cm	31.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0145.001.aa.cs.png
1979.0146.001	Ship model	1978	Transport	Models	wood;metal;fibre	100.0 cm	23.0 cm	43.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0146.001.aa.cs.png
1979.0148.001	"""Scale, engineer's"""	Unknown	Numbers	Drawing & measuring instruments	bone->ivory;wood->mahogany	42.3 cm	6.9 cm	5.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0148.001.aa.cs.png
1979.0154.001	"""Rule, parallel"""	Unknown	Numbers	Drawing & measuring instruments	wood->ebony;metal->brass	31.4 cm	5.3 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0154.001.aa.cs.png
1979.0155.001	Dividers	Unknown	Numbers	Drawing & measuring instruments	metal->steel;metal->brass;wood->mahogany	28.3 cm	3.6 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0155.001.aa.cs.png
1979.0156.001	Dividers	Unknown	Numbers	Drawing & measuring instruments	metal->silver - possible;metal->steel	14.5 cm	1.2 cm	1.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0156.001.aa.cs.png
1979.0157.001	Dividers	Unknown	Numbers	Drawing & measuring instruments	metal->silver;metal->steel	10.2 cm	1.2 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0157.001.aa.cs.png
1979.0158.001	Dividers	Unknown	Numbers	Drawing & measuring instruments	metal->silver;metal->steel	12.7 cm	1.3 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0158.001.aa.cs.png
1979.0159.001	Compass	Unknown	Numbers	Drawing & measuring instruments	metal->silver;metal->steel	10.7 cm	1.1 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0159.001.aa.cs.png
1979.0161.001	Compass	Unknown	Numbers	Drawing & measuring instruments	metal	15.6 cm	1.3 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0161.001.aa.cs.png
1979.0162.001	Compass	Unknown	Numbers	Drawing & measuring instruments	metal->steel	12.5 cm	1.5 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0162.001.aa.cs.png
1979.0173.001	Pen	Unknown	Numbers	Drawing & measuring instruments	metal->steel - possible;metal->silver - possible;bone->ivory	15.1 cm	1.4 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0173.001.aa.cs.png
1979.0178.001	Pencil	Unknown	Numbers	Drawing & measuring instruments	wood->;stone->graphite	18.2 cm	4.5 cm	1.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0178.001.aa.cs.png
1979.0179.001	Paint	1900	Technology	Office equipment	Unknown	7.0 cm	6.5 cm	2.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0179.001.aa.cs.png
1979.0180.001	Ship model	1970	Transport	Models	wood;metal;fibre;glass	71.0 cm	14.0 cm	22.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0180.001.aa.cs.png
1979.0181.001	Ship model	1970	Transport	Models	wood->;fibre->;metal->copper;synthetic->plastic	94.0 cm	17.0 cm	74.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0181.001.aa.cs.png
1979.0182.001	"""Press, cutting & creasing"""	1903	Craft	Image transfer	metal->iron;metal->steel;metal->brass	152.0 cm	150.0 cm	105.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0182.001.aa.cs.png
1979.0183.001	Piano	Unknown	Technology	Music	wood->;metal->;bone->ivory	70.0 cm	152.0 cm	134.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0183.001.aa.cs.png
1979.0184.001	"""Spreader, spring"""	1929	Transport	Servicing	metal->steel	35.0 cm	11.0 cm	16.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0184.001.aa.cs.png
1979.0185.001	Viewer	1940	Craft	Still images	synthetic->plastic;synthetic->bakelite;glass	14.8 cm	6.0 cm	6.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0185.001.aa.cs.png
1979.0186.001	"""Receiver, radio"""	1939	Technology	Radio	wood;metal;glass	22.5 cm	41.5 cm	24.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0186.001.aa.cs.png
1979.0187.001	Razor	1930	Technology	Toilet article	synthetic->bakelite;metal->;skin->leather	12.2 cm	4.7 cm	4.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0187.001.aa.cs.png
1979.0188.001	Razor kit	Unknown	Technology	Toilet article	metal->steel;metal->brass;skin->leather;stone	15.2 cm	7.0 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0188.001.aa.cs.png
1979.0189.001	Camera	1900	Craft	Still cameras	wood->;metal->steel;metal->brass;skin->leather	19.5 cm	11.3 cm	4.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0189.001.aa.cs.png
1979.0190.001	Camera	1960	Craft	Still cameras	synthetic->plastic;metal	18.7 cm	11.8 cm	20.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0190.001.aa.cs.png
1979.0191.001	Camera	1972	Craft	Still cameras	synthetic->plastic;metal->;resin->rubber	15.4 cm	14.5 cm	14.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0191.001.aa.cs.png
1979.0192.001	Camera	1954	Craft	Cine cameras	metal->aluminum;glass->;synthetic->plastic	12.2 cm	10.0 cm	14.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0192.001.aa.cs.png
1979.0193.001	Electro-therapy apparatus	1900	Technology	Medical equipment	wood->;metal->brass;metal->steel;metal->nickel;fibre->felt	24.4 cm	19.7 cm	18.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0193.001.aa.cs.png
1979.0196.001	Jar	Unknown	Science	Laboratory equipment	glass	4.6 cm	6.3 cm	10.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0196.001.aa.cs.png
1979.0199.001	"""Extraction tube, fat"""	Unknown	Nature	Dairying	glass	46.0 cm	10.0 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0199.001.aa.cs.png
1979.0200.001	Flask	Unknown	Science	Laboratory equipment	glass	16.0 cm	28.0 cm	28.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0200.001.aa.cs.png
1979.0205.001	Pipette	Unknown	Nature	Dairying	glass	25.0 cm	13.3 cm	3.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0205.001.aa.cs.png
1979.0206.001	"""Bulb, levelling"""	Unknown	Nature	Dairying	glass	17.0 cm	11.0 cm	5.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0206.001.aa.cs.png
1979.0209.001	"""Tube, gas sample"""	Unknown	Science	Laboratory equipment	glass->;resin->rubber	27.0 cm	3.8 cm	5.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0209.001.aa.cs.png
1979.0211.001	"""Meter, gas"""	Unknown	Science	Test-measurement equipment	glass	27.5 cm	15.0 cm	2.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0211.001.aa.cs.png
1979.0219.001	Pipette	Unknown	Science	Test-measurement equipment	glass	3.0 cm	2.1 cm	22.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0219.001.aa.cs.png
1979.0233.001	"""Bottle, fat test"""	Unknown	Nature	Dairying	glass->;resin->rubber;paper->cardboard	17.6 cm	4.4 cm	4.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0233.001.aa.cs.png
1979.0235.001	"""Bottle, dilution"""	Unknown	Nature	Dairying	glass	5.0 cm	5.0 cm	15.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0235.001.aa.cs.png
1979.0236.001	"""Bottle, dilution"""	Unknown	Nature	Dairying	glass	4.5 cm	4.5 cm	14.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0236.001.aa.cs.png
1979.0237.001	"""Tester, milk"""	Unknown	Nature	Dairying	metal;glass;wood;fibre	28.0 cm	7.0 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0237.001.aa.cs.png
1979.0239.001	"""Standard, colour"""	1955	Nature	Dairying	glass->;resin->rubber;paper->cardboard;synthetic->plastic;fibre->cotton	15.0 cm	1.6 cm	5.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0239.001.aa.cs.png
1979.0251.001	"""Pump, water"""	1930	Nature	Miscellaneous	metal->cast-iron	64.0 cm	38.0 cm	122.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0251.001.aa.cs.png
1979.0252.001	"""Engine, stationary"""	1920	Nature	Power sources	metal->cast-iron;metal->steel	95.0 cm	80.0 cm	77.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0252.001.aa.cs.png
1979.0253.001	Transplanter	1930	Nature	Cultivation	resin->rubber;metal->steel	300.0 cm	150.0 cm	107.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0253.001.aa.cs.png
1979.0255.001	"""Pump, water"""	1910	Nature	Miscellaneous	metal	11.0 cm	36.0 cm	119.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0255.001.aa.cs.png
1979.0256.001	"""Bag, fruit picking"""	1925	Nature	Horticulture	fibre->canvas;metal->;skin->leather	34.0 cm	21.5 cm	76.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0256.001.aa.cs.png
1979.0262.001	Hydrometer set	1890	Science	Hydrostatics & fluid mechanics	glass->;metal->mercury;paper;wood	39.8 cm	23.7 cm	8.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0262.001.aa.cs.png
1979.0266.001	"""Cell, photoelectric"""	1925	Nature	Dairying	wood->;synthetic->bakelite;metal->brass;stone->selenium;glass	4.1 cm	3.2 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0266.001.aa.cs.png
1979.0268.001	Burner	Unknown	Science	Laboratory equipment	metal->;fibre->cotton	19.8 cm	4.1 cm	3.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0268.001.aa.cs.png
1979.0270.001	Illuminator	1925	Science	Light & electromagnetic radiation	ceramic->;metal->copper;metal->brass;glass	7.4 cm	5.0 cm	5.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0270.001.aa.cs.png
1979.0271.001	Condenser	Unknown	Nature	Research	metal	27.0 cm	14.0 cm	8.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0271.001.aa.cs.png
1979.0272.001	Condenser	Unknown	Nature	Research	metal->;resin->rubber	16.0 cm	8.5 cm	18.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0272.001.aa.cs.png
1979.0273.001	"""Sampler, dairy"""	Unknown	Nature	Dairying	metal	36.4 cm	2.0 cm	8.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0273.001.aa.cs.png
1979.0274.001	Pasteurizer	1947	Nature	Dairying	metal->cast-iron;metal->stainless steel	135.0 cm	125.0 cm	35.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0274.001.aa.cs.png
1979.0275.001	"""Cutter, butter"""	1930	Nature	Dairying	metal->cast-iron;metal->stainless steel;wood	71.0 cm	52.5 cm	86.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0275.001.aa.cs.png
1979.0276.001	"""Vat, cheese"""	1930	Nature	Dairying	metal->stainless steel;metal->steel	120.0 cm	64.0 cm	86.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0276.001.aa.cs.png
1979.0277.001	"""Cutter, curd"""	Unknown	Nature	Dairying	wood->;metal->steel	128.0 cm	98.0 cm	33.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0277.001.aa.cs.png
1979.0278.001	"""Rake, curd"""	Unknown	Nature	Dairying	wood	129.0 cm	50.5 cm	41.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0278.001.aa.cs.png
1979.0279.001	"""Nozzle, homogenisation"""	Unknown	Nature	Dairying	metal->;resin->rubber	20.0 cm	11.0 cm	26.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0279.001.aa.cs.png
1979.0280.001	"""Scoop, curd"""	Unknown	Nature	Dairying	metal	41.0 cm	23.7 cm	10.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0280.001.aa.cs.png
1979.0281.001	"""Paddle, milk"""	Unknown	Nature	Dairying	metal->aluminum;metal->steel	14.0 cm	98.0 cm	127.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0281.001.aa.cs.png
1979.0283.001	"""Capper, bottle"""	Unknown	Nature	Dairying	metal	23.0 cm	10.0 cm	31.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0283.001.aa.cs.png
1979.0284.001	"""Capper, bottle"""	1900	Nature	Dairying	metal	24.0 cm	8.0 cm	27.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0284.001.aa.cs.png
1979.0285.001	"""Case, milk bottle"""	Unknown	Nature	Dairying	metal->steel	46.7 cm	34.3 cm	28.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0285.001.aa.cs.png
1979.0286.001	"""Cutter, curd"""	1930	Nature	Dairying	wood->;metal->iron;metal->cast-iron	123.0 cm	47.0 cm	42.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0286.001.aa.cs.png
1979.0287.001	"""Press, cheese"""	Unknown	Nature	Dairying	metal->cast-iron;metal->steel;wood	200.0 cm	56.0 cm	175.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0287.001.aa.cs.png
1979.0288.001	"""Form, cheese"""	Unknown	Nature	Dairying	metal->steel	24.5 cm	19.5 cm	29.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0288.001.aa.cs.png
1979.0290.001	"""Tester, milk"""	1930	Nature	Dairying	metal;wood	18.0 cm	39.0 cm	27.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0290.001.aa.cs.png
1979.0292.001	"""Cup, teat & shell"""	1950	Nature	Dairying	glass->;resin->rubber	29.7 cm	6.5 cm	4.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0292.001.aa.cs.png
1979.0293.001	"""Cooler, milk"""	1940	Nature	Dairying	metal->iron;metal->steel;metal->brass	167.2 cm	86.0 cm	197.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0293.001.aa.cs.png
1979.0294.001	"""Box, cheese"""	Unknown	Nature	Dairying	metal;wood	26.6 cm	23.7 cm	15.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0294.001.aa.cs.png
1979.0296.001	"""Rack, teat cup"""	1940	Nature	Dairying	metal->;synthetic->plastic	36.4 cm	18.0 cm	8.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0296.001.aa.cs.png
1979.0298.001	"""Tester, cheese moisture"""	1948	Nature	Dairying	wood->;synthetic->bakelite;synthetic->plastic;metal->;skin->leather	22.5 cm	19.5 cm	29.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0298.001.aa.cs.png
1979.0299.001	Balance	1916	Science	Mass/weight	metal->;ceramic->porcelain	15.3 cm	38.0 cm	31.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0299.001.aa.cs.png
1979.0300.001	Hygrothermograph	1914	Science	Combination instruments	metal->iron;metal->brass;glass	52.0 cm	23.7 cm	18.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0300.001.aa.cs.png
1979.0301.001	Hygrothermograph	1910	Science	Combination instruments	metal->brass;metal->steel;glass	45.0 cm	19.0 cm	29.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0301.001.aa.cs.png
1979.0302.001	"""Test set, hydrogen-ion"""	Unknown	Science	Test-measurement equipment	glass->;ceramic->porcelain;wood	17.5 cm	43.8 cm	21.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0302.001.aa.cs.png
1979.0303.001	"""Knife model, curd mill"""	1894	Nature	Dairying	wood;metal	57.4 cm	23.8 cm	5.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0303.001.aa.cs.png
1979.0304.001	"""Mill, curd"""	1900	Nature	Dairying	wood->;metal->cast-iron;metal->steel	162.0 cm	35.0 cm	37.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0304.001.aa.cs.png
1979.0305.001	"""Tester, milk sediment"""	Unknown	Nature	Dairying	metal->steel;resin->rubber	76.0 cm	13.5 cm	13.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0305.001.aa.cs.png
1979.0306.001	"""Tester, milk sediment"""	1910	Nature	Dairying	metal->copper;metal->brass;resin->rubber	23.2 cm	10.0 cm	8.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0306.001.aa.cs.png
1979.0307.001	"""Tester, milk sediment"""	1910	Nature	Dairying	metal->steel;metal->bronze;resin->rubber	29.0 cm	9.0 cm	7.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0307.001.aa.cs.png
1979.0308.001	"""Tester, milk sediment"""	1910	Nature	Dairying	metal->steel;metal->bronze;metal->brass;resin->rubber	20.8 cm	9.2 cm	8.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0308.001.aa.cs.png
1979.0310.001	"""Vat, milk"""	Unknown	Nature	Dairying	metal->steel	62.0 cm	41.0 cm	31.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0310.001.aa.cs.png
1979.0311.001	Scale	1907	Science	Mass/weight	metal->aluminum;metal->brass;wood->oak	30.5 cm	14.6 cm	7.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0311.001.aa.cs.png
1979.0312.001	"""Test set, specific gravity"""	Unknown	Nature	Dairying	glass->;metal->brass;wood	28.8 cm	14.7 cm	12.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0312.001.aa.cs.png
1979.0313.001	"""Strainer, milk"""	Unknown	Nature	Dairying	metal->steel - possible	100.0 cm	53.0 cm	26.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0313.001.aa.cs.png
1979.0314.001	Thermometer	1930	Nature	Dairying	metal;glass	32.1 cm	7.8 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0314.001.aa.cs.png
1979.0315.001	"""Probe, cheese"""	Unknown	Nature	Dairying	metal->steel;metal->nickel	39.2 cm	13.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0315.001.aa.cs.png
1979.0316.001	"""Probe, cheese"""	Unknown	Nature	Dairying	metal->steel;metal->brass	18.8 cm	5.1 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0316.001.aa.cs.png
1979.0318.001	"""Probe, cheese"""	Unknown	Nature	Dairying	metal->steel	16.0 cm	5.0 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0318.001.aa.cs.png
1979.0323.001	"""Lighter, gas"""	Unknown	Science	Laboratory equipment	metal	20.6 cm	4.0 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0323.001.aa.cs.png
1979.0326.001	Burner	Unknown	Science	Laboratory equipment	metal->iron;metal->brass	13.0 cm	7.5 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0326.001.aa.cs.png
1979.0331.001	"""Valve, gas"""	Unknown	Science	Laboratory equipment	metal	23.2 cm	2.5 cm	6.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0331.001.aa.cs.png
1979.0334.001	"""Chart, colour mixing"""	Unknown	Technology	Industrial equipment	paper->cardboard;metal	3.3 cm	7.3 cm	12.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0334.001.aa.cs.png
1979.0335.001	Balance	1889	Science	Mass/weight	metal	27.0 cm	13.5 cm	20.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0335.001.aa.cs.png
1979.0339.001	Heater	1925	Science	Laboratory equipment	metal;ceramic	12.7 cm	12.7 cm	18.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0339.001.aa.cs.png
1979.0340.001	Apparatus support	Unknown	Science	Laboratory equipment	wood	31.2 cm	11.3 cm	44.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0340.001.aa.cs.png
1979.0343.001	Tongs	Unknown	Nature	Dairying	metal->stainless steel	1.0 cm	13.7 cm	23.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0343.001.aa.cs.png
1979.0348.001	"""Carrier, milk bottle"""	Unknown	Nature	Dairying	metal->steel	46.0 cm	24.8 cm	30.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0348.001.aa.cs.png
1979.0351.001	"""Case, milk bottle"""	1930	Nature	Dairying	metal;wood	47.7 cm	37.6 cm	20.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0351.001.aa.cs.png
1979.0352.001	"""Box, cheese"""	Unknown	Nature	Dairying	metal;wood	24.0 cm	16.7 cm	15.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0352.001.aa.cs.png
1979.0353.001	"""Box, butter"""	Unknown	Nature	Dairying	wood;metal	34.0 cm	34.5 cm	30.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0353.001.aa.cs.png
1979.0353.002	"""Box, butter"""	Unknown	Nature	Dairying	wood;metal	34.0 cm	34.5 cm	30.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0353.002.aa.cs.png
1979.0353.003	"""Box, butter"""	Unknown	Nature	Dairying	wood;metal	34.0 cm	34.5 cm	30.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0353.003.aa.cs.png
1979.0354.001	"""Bag, ice cream"""	Unknown	Nature	Dairying	fibre->canvas;wood->cork	33.5 cm	33.0 cm	66.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0354.001.aa.cs.png
1979.0356.001	Support	Unknown	Science	Laboratory equipment	wood	19.3 cm	6.7 cm	11.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0356.001.aa.cs.png
1979.0357.001	Support	Unknown	Science	Laboratory equipment	wood	29.0 cm	3.5 cm	6.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0357.001.aa.cs.png
1979.0360.001	Sterilizer	1929	Nature	Dairying	metal->tin;metal->steel;metal->copper	53.0 cm	48.5 cm	75.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0360.001.aa.cs.png
1979.0361.001	"""Marking plate, cheese"""	1900	Nature	Dairying	metal->aluminum	122.0 cm	23.0 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0361.001.aa.cs.png
1979.0362.001	Incubator	1930	Nature	Research	metal->tin;metal->copper;metal->steel	49.0 cm	100.0 cm	138.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0362.001.aa.cs.png
1979.0366.001	"""Rack, teat cup"""	Unknown	Nature	Dairying	metal	16.0 cm	155.0 cm	47.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0366.001.aa.cs.png
1979.0367.001	Card	1946	Nature	Archives	paper	20.2 cm	12.6 cm	8.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0367.001.aa.cs.png
1979.0368.001	Ledger	1919	Nature	Archives	fibre->;skin->leather;paper;metal	36.8 cm	23.5 cm	6.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0368.001.aa.cs.png
1979.0368.002	Ledger	1919	Nature	Archives	fibre->canvas - possible;wood - possible;paper;metal	39.7 cm	23.0 cm	11.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0368.002.aa.cs.png
1979.0369.001	Poster	1893	Nature	Archives	wood->oak;paper;glass;metal	106.5 cm	68.7 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0369.001.aa.cs.png
1979.0371.001	Grader	1910	Technology	Civil engineering	metal->steel;metal->cast-iron;wood->;resin->rubber	550.0 cm	237.0 cm	186.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0371.001.aa.cs.png
1979.0372.001	Sweep	1890	Nature	Power sources	wood;metal	18.5 cm	85.0 cm	25.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0372.001.aa.cs.png
1979.0374.001	"""Slicer, root"""	Unknown	Nature	Crop processing	wood->;metal->steel	96.5 cm	61.0 cm	109.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0374.001.aa.cs.png
1979.0375.001	Camera	1954	Craft	Still cameras	metal->aluminum;metal->tin;glass	13.5 cm	8.8 cm	10.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0375.001.aa.cs.png
1979.0376.001	"""Press, Craft"""	Unknown	Craft	Image transfer	wood->pine;wood->poplar;metal->iron;paper;fibre	35.0 cm	17.0 cm	10.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1979.0376.001.aa.cs.png
